state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Banana,Elakki Bale,Local,29/08/2026,1000,7600,4300
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Pineapple,Pine Apple,Local,29/08/2026,3000,5000,4000
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Grapes,Espani,Local,29/08/2026,3000,4000,3500
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Chikoos(Sapota),Sapota,Local,29/08/2026,3000,4000,3500
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Snakeguard,Snakeguard,Local,29/08/2026,1600,2100,1900
Karnataka,Davangere,Davangere APMC,Maize,Local,Local,29/08/2026,2200,2200,2200
Karnataka,Davangere,Davangere APMC,Cucumbar(Kheera),Cucumbar,Local,29/08/2026,800,2300,1600
Karnataka,Davangere,Davangere APMC,Thondekai,Thondekai,Local,29/08/2026,1200,3700,2600
Karnataka,Davangere,Davangere APMC,Capsicum,Capsicum,Local,29/08/2026,1600,4300,3500
Karnataka,Davangere,Davangere APMC,Banana,Elakki Bale,Local,29/08/2026,3000,6200,5100
Karnataka,Davangere,Davangere APMC,Potato,Potato,Local,29/08/2026,800,2500,1700
Karnataka,Davangere,Davangere APMC,Mousambi(Sweet Lime),Mousambi,Local,29/08/2026,4000,5000,4500
Karnataka,Davangere,Davangere APMC,Sweet Pumpkin,Sweet Pumpkin,Local,29/08/2026,600,1500,800
Karnataka,Davangere,Davangere APMC,Pomegranate,Pomogranate,Local,29/08/2026,6000,8000,7000
Karnataka,Bagalkot,Hungund APMC,Jowar(Sorghum),Yellow,FAQ,29/08/2026,2000,2000,2000
Karnataka,Bagalkot,Hungund APMC,Red gram/Arhar/Tur(whole),Arhar (Whole),FAQ,29/08/2026,8115,8220,8200
Karnataka,Chamarajanagar,Chamarajanagar APMC,Beetroot,Beetroot,Local,29/08/2026,2000,3200,2600
Karnataka,Chamarajanagar,Chamarajanagar APMC,Cucumbar(Kheera),Cucumbar,Local,29/08/2026,600,1400,1000
Karnataka,Chamarajanagar,Chamarajanagar APMC,Knool Khol,Knool Khol,Local,29/08/2026,2000,3500,2800
Karnataka,Kalaburagi,Kalaburagi APMC,Rice,Fine,Local,29/08/2026,4100,5550,4600
Karnataka,Kalaburagi,Kalaburagi APMC,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,29/08/2026,8000,11800,10000
Karnataka,Chikkaballapur,Chintamani APMC,Raddish,Raddish,Local,29/08/2026,1000,2000,1500
Karnataka,Chikkaballapur,Chintamani APMC,Capsicum,Capsicum,Local,29/08/2026,1500,3000,2000
Karnataka,Chikkaballapur,Chintamani APMC,Brinjal,Brinjal,Local,29/08/2026,1000,2000,1500
Karnataka,Chikkaballapur,Chintamani APMC,Carrot,Carrot,Local,29/08/2026,2000,4000,3000
Karnataka,Chikkaballapur,Chintamani APMC,Beetroot,Beetroot,Local,29/08/2026,1000,2000,1500
Karnataka,Bellary,Ballari APMC,Sunflower/Sunflower Seed,Sunflower,Non-FAQ,29/08/2026,6950,8319,7893
Karnataka,Bengaluru Rural,Doddaballapur APMC,Onion,Onion,Medium,29/08/2026,3500,4500,4000
Karnataka,Bengaluru Rural,Doddaballapur APMC,Cauliflower,Cauliflower,Medium,29/08/2026,1400,2000,1700
Karnataka,Koppal,Gangavathi APMC,Paddy(Common),Paddy RNR new,Non-FAQ,29/08/2026,3133,3410,3266
Karnataka,Koppal,Gangavathi APMC,Bajra(Pearl Millet/Cumbu),Local,Non-FAQ,29/08/2026,2700,2700,2700
Karnataka,Haveri,Ranebennur APMC,Brinjal,Round,Medium,29/08/2026,500,1500,900
Karnataka,Haveri,Ranebennur APMC,Jowar(Sorghum),Jowar ( White),FAQ,29/08/2026,2300,5651,4775
Karnataka,Shivamogga,Shikaripura APMC,Maize,Local,FAQ,29/08/2026,2200,2500,2383
Karnataka,Mysuru,Mysuru APMC,Karbuja(Musk Melon),Karbhuja,Medium,29/08/2026,2280,2280,2280
Karnataka,Bidar,Basava Kalayana APMC,Jowar(Sorghum),Jowar ( White),FAQ,29/08/2026,1700,4400,3800
Karnataka,Bengaluru South,Channapatna APMC,Cucumbar(Kheera),Cucumbar,Local,29/08/2026,600,1200,800
Karnataka,Davangere,Channagiri APMC,Arecanut(Betelnut/Supari),Rashi,Grade Range-1,29/08/2026,40000,52749,49510
Karnataka,Chitradurga,Chitradurga APMC,Arecanut(Betelnut/Supari),Kempugotu,Local,29/08/2026,33800,34100,34029
Karnataka,Chitradurga,Chitradurga APMC,Arecanut(Betelnut/Supari),api,Local,29/08/2026,50529,51229,51029
Karnataka,Hassan,Arasikere APMC,Copra,Other,FAQ,29/08/2026,9500,14000,9500
Karnataka,Dakshina Kannada,Belthangdi APMC,Arecanut(Betelnut/Supari),New Variety,Local,29/08/2026,29000,47000,30000
Karnataka,Kolar,Bangarpet APMC,Green Peas,Green Peas,Local,29/08/2026,4358,7500,7000
Karnataka,Kolar,Bangarpet APMC,Bitter gourd,Bitter Gourd,Local,29/08/2026,1500,2500,2000
Karnataka,Kolar,Bangarpet APMC,Green Chilli,Green Chilly,Local,29/08/2026,2500,3700,3200
Karnataka,Kolar,Bangarpet APMC,Carrot,Carrot,Local,29/08/2026,2000,3000,2500
Karnataka,Kolar,Bangarpet APMC,Onion,Onion,Local,29/08/2026,2000,2700,2500
Karnataka,Kolar,Bangarpet APMC,Garlic,Garlic,Local,29/08/2026,10000,11300,11000
Karnataka,Kolar,Bangarpet APMC,Cucumbar(Kheera),Cucumbar,Local,29/08/2026,800,2000,1500
Karnataka,Kolar,Bangarpet APMC,Knool Khol,Knool Khol,Local,29/08/2026,1500,2500,2000
Karnataka,Raichur,Lingasugur APMC,Paddy(Common),Paddy,Non-FAQ,29/08/2026,3150,3300,3200
Karnataka,Raichur,Lingasugur APMC,Bajra(Pearl Millet/Cumbu),Hybrid,Non-FAQ,29/08/2026,2500,2650,2550
Karnataka,Bidar,Bidar APMC,Wheat,Red,Non-FAQ,29/08/2026,2600,3475,3100
Karnataka,Bidar,Bidar APMC,Green Gram(Moong)(Whole),Local,Non-FAQ,29/08/2026,3700,10622,7648
Karnataka,Bidar,Bidar APMC,Red gram/Arhar/Tur(whole),Arhar (Whole),Non-FAQ,29/08/2026,5211,8425,8147
Karnataka,Chikkaballapur,Chickkaballapura APMC,Cauliflower,Cauliflower,Local,29/08/2026,1000,1500,1300
Karnataka,Chikkaballapur,Chickkaballapura APMC,Brinjal,Brinjal,Local,29/08/2026,1000,3000,2000
Karnataka,Chikkaballapur,Chickkaballapura APMC,Beans,Beans (Whole),Local,29/08/2026,2500,5200,4200
Karnataka,Chikkaballapur,Chickkaballapura APMC,Cucumbar(Kheera),Cucumbar,Local,29/08/2026,500,900,700
Karnataka,Chikkaballapur,Chickkaballapura APMC,Thondekai,Thondekai,Local,29/08/2026,900,1000,950
Karnataka,Chikkaballapur,Chickkaballapura APMC,Sweet Pumpkin,Sweet Pumpkin,Local,29/08/2026,800,900,850
Karnataka,Chikkaballapur,Chickkaballapura APMC,Green Chilli,Green Chilly,Local,29/08/2026,2000,2500,2300
Karnataka,Chikkaballapur,Chickkaballapura APMC,Chilly Capsicum,Chilly Capsicum,Local,29/08/2026,2000,2500,2300
Karnataka,Chikkamagaluru,Kadur APMC,Ladies Finger,Ladies Finger,Medium,29/08/2026,2378,2378,2378
Karnataka,Chikkamagaluru,Kadur APMC,Ridgeguard(Tori),Ridgeguard(Tori),Medium,29/08/2026,2776,2776,2776
Karnataka,Gadag,Laxmeshwar APMC,Jowar(Sorghum),Jowar ( White),Non-FAQ,29/08/2026,1650,3069,2058
Karnataka,Gadag,Laxmeshwar APMC,Bengal Gram(Gram)(Whole),Jawari/Local,Non-FAQ,29/08/2026,5019,5699,5325
Karnataka,Gadag,Laxmeshwar APMC,Groundnut,Gejje,Non-FAQ,29/08/2026,5015,5015,5015
Karnataka,Udupi,Udupi APMC,Banana,Medium,Local,29/08/2026,1500,5000,2000
Karnataka,Udupi,Udupi APMC,Onion,Onion,Local,29/08/2026,3700,3800,3800
Karnataka,Koppal,Kanakagiri APMC,Foxtail Millet(Navane),Other,Small,29/08/2026,3600,3600,3600
Karnataka,Bengaluru South,Ramanagara APMC,Ginger(Green),Green Ginger,Local,29/08/2026,4000,12000,10000
Karnataka,Bengaluru South,Ramanagara APMC,Cabbage,Cabbage,Local,29/08/2026,1000,1600,1400
Karnataka,Bengaluru South,Ramanagara APMC,Ladies Finger,Ladies Finger,Local,29/08/2026,2400,3200,2800
Karnataka,Bengaluru South,Ramanagara APMC,Beetroot,Beetroot,Local,29/08/2026,2400,3200,2800
Karnataka,Bengaluru South,Ramanagara APMC,Seemebadnekai,Seemebadanekai,Local,29/08/2026,2800,3500,3200
Karnataka,Bengaluru South,Ramanagara APMC,Knool Khol,Knool Khol,Local,29/08/2026,2800,4000,3500
Karnataka,Kodagu,Somvarpet APMC,Coconut,Medium,Grade Range-1,29/08/2026,15000,15000,15000
Karnataka,Shivamogga,APMC THIRTHAHALLI,Arecanut(Betelnut/Supari),Rashi,Local,29/08/2026,39501,53299,52100
Karnataka,Shivamogga,APMC THIRTHAHALLI,Arecanut(Betelnut/Supari),Saraku,Local,29/08/2026,66829,98900,78009
Karnataka,Bengaluru,Bengaluru APMC,Dry Chillies,Guntur,Medium,29/08/2026,28000,32000,30000
Karnataka,Bengaluru,Bengaluru APMC,Coconut,Small,Medium,29/08/2026,20000,30000,25000
Karnataka,Bengaluru,Bengaluru APMC,Red gram split/Arhar dal/Tur dal,Arhar Dal(Tur),Medium,29/08/2026,9000,13000,11000
Karnataka,Bengaluru,Bengaluru APMC,Tamarind Fruit,Tamarind Fruit,Medium,29/08/2026,7000,11500,9250
Karnataka,Bengaluru,Bengaluru APMC,Onion,Puna,Local,29/08/2026,3000,4800,4400
Karnataka,Bengaluru,Bengaluru APMC,Onion,Onion,Large,29/08/2026,3500,4300,4000
Karnataka,Bengaluru,Bengaluru APMC,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,Medium,29/08/2026,7000,8500,7750
Karnataka,Bengaluru,Bengaluru APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,29/08/2026,11500,13000,12250
Karnataka,Bengaluru,Bengaluru APMC,Groundnut,Big (With Shell),FAQ,29/08/2026,4500,5500,5000
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Water Melon,Water Melon,Local,29/08/2026,1000,1600,1400
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Carrot,Carrot,Local,29/08/2026,5000,6000,5500
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Seemebadnekai,Seemebadanekai,Local,29/08/2026,1600,1800,1700
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Cauliflower,Cauliflower,Local,29/08/2026,2600,2800,2700
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Chapparad Avare,Chapparada Avarekai,Local,29/08/2026,3500,4000,3800
Karnataka,Davangere,Harihara APMC,Coconut,Small,Small,29/08/2026,16000,24000,20000
Karnataka,Mandya,Srirangapattana APMC,Paddy(Common),Jaya,Local,29/08/2026,2000,2000,2000
Karnataka,Davangere,Davangere APMC,Rice,Medium,Local,29/08/2026,2065,3525,3054
Karnataka,Davangere,Davangere APMC,Ragi(Finger Millet),Local,Local,29/08/2026,2600,3200,2930
Karnataka,Davangere,Davangere APMC,Coconut,Small,Local,29/08/2026,18000,18000,18000
Karnataka,Davangere,Davangere APMC,Ladies Finger,Ladies Finger,Local,29/08/2026,900,2700,1900
Karnataka,Davangere,Davangere APMC,Beetroot,Beetroot,Local,29/08/2026,700,2400,1800
Karnataka,Davangere,Davangere APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,29/08/2026,700,2000,1500
Karnataka,Davangere,Davangere APMC,Karbuja(Musk Melon),Karbhuja,Local,29/08/2026,1000,2000,1500
Karnataka,Davangere,Davangere APMC,Bitter gourd,Bitter Gourd,Local,29/08/2026,700,2500,1300
Karnataka,Davangere,Davangere APMC,Green Chilli,Green Chilly,Local,29/08/2026,900,2800,2000
Karnataka,Davangere,Davangere APMC,Seemebadnekai,Seemebadanekai,Local,29/08/2026,1000,3500,2500
Karnataka,Davangere,Davangere APMC,Knool Khol,Knool Khol,Local,29/08/2026,1200,3700,2800
Karnataka,Davangere,Davangere APMC,Bunch Beans,Bunch Beans,Local,29/08/2026,900,2500,1700
Karnataka,Bagalkot,Hungund APMC,Green Gram(Moong)(Whole),Green (Whole),FAQ,29/08/2026,8500,8500,8500
Karnataka,Chamarajanagar,Chamarajanagar APMC,Tender Coconut,Tender Coconut,Local,29/08/2026,20000,25000,20000
Karnataka,Chamarajanagar,Chamarajanagar APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,29/08/2026,1500,3200,2200
Karnataka,Chamarajanagar,Chamarajanagar APMC,Raddish,Raddish,Local,29/08/2026,1000,1500,1300
Karnataka,Kalaburagi,Kalaburagi APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),Non-FAQ,29/08/2026,7000,8600,8100
Karnataka,Kalaburagi,Kalaburagi APMC,Green Gram(Moong)(Whole),Green (Whole),Non-FAQ,29/08/2026,6500,9400,8500
Karnataka,Kalaburagi,Kalaburagi APMC,Soyabean,Soyabeen,Non-FAQ,29/08/2026,5000,6000,5500
Karnataka,Koppal,Kustagi APMC,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,29/08/2026,2500,2500,2500
Karnataka,Bellary,Ballari APMC,Foxtail Millet(Navane),Navane Hybrid,Small,29/08/2026,3960,4072,4016
Karnataka,Bellary,Ballari APMC,Green Gram(Moong)(Whole),Ordinary (Split),Non-FAQ,29/08/2026,3020,6022,5355
Karnataka,Bengaluru Rural,Doddaballapur APMC,Ginger(Green),Green Ginger,Medium,29/08/2026,10000,18000,14500
Karnataka,Bengaluru Rural,Doddaballapur APMC,Beans,Beans (Whole),Medium,29/08/2026,3000,4000,3500
Karnataka,Gadag,Rona APMC,Alasande Gram,Alasande Gram,Small,29/08/2026,5599,8399,8251
Karnataka,Gadag,Rona APMC,Green Gram(Moong)(Whole),Green (Whole),Non-FAQ,29/08/2026,7218,9419,8500
Karnataka,Kolar,Kolar APMC,Tomato,Tomato,Local,29/08/2026,330,2000,1000
Karnataka,Koppal,Gangavathi APMC,Paddy(Common),Kaveri Sona,Non-FAQ,29/08/2026,2300,2400,2350
Karnataka,Koppal,Gangavathi APMC,Paddy(Common),Paddy RNR Old,Non-FAQ,29/08/2026,4000,4200,4200
Karnataka,Haveri,Ranebennur APMC,Maize,Local,FAQ,29/08/2026,2400,2500,2400
Karnataka,Haveri,Ranebennur APMC,Bengal Gram(Gram)(Whole),Jawari/Local,FAQ,29/08/2026,6300,6300,6300
Karnataka,Haveri,Ranebennur APMC,Cotton,DCH-32(Unginned),FAQ,29/08/2026,10450,10450,10450
Karnataka,Raichur,Raichur APMC,Paddy(Common),Sona Mahsuri,FAQ,29/08/2026,2848,3169,3169
Karnataka,Mysuru,Hunsur APMC,Tomato,Tomato,Local,29/08/2026,1097,1660,1200
Karnataka,Mysuru,Hunsur APMC,Green Chilli,Green Chilly,Local,29/08/2026,2150,2150,2150
Karnataka,Shivamogga,Shikaripura APMC,Arecanut(Betelnut/Supari),Rashi,FAQ,29/08/2026,50308,50308,50308
Karnataka,Mysuru,Mysuru APMC,Guava,Guava,Medium,29/08/2026,8370,8820,8370
Karnataka,Bidar,Basava Kalayana APMC,Wheat,Mexican,FAQ,29/08/2026,2500,2600,2550
Karnataka,Bidar,Basava Kalayana APMC,Red gram/Arhar/Tur(whole),Arhar (Whole),FAQ,29/08/2026,4800,8230,7950
Karnataka,Bengaluru South,Kanakapura APMC,Tomato,Hybrid,Medium,29/08/2026,800,1500,1200
Karnataka,Hassan,Arasikere APMC,Gur(Jaggery),Other,Medium,29/08/2026,4000,4000,4000
Karnataka,Mandya,Mandya APMC,Paddy(Common),Paddy,Local,29/08/2026,2000,3700,2800
Karnataka,Mandya,Mandya APMC,Rice,Other,Local,29/08/2026,2210,2210,2210
Karnataka,Mandya,Mandya APMC,Gur(Jaggery),Kurikatu,Local,29/08/2026,4500,5000,4700
Karnataka,Kolar,Bangarpet APMC,Wheat,Local,Local,29/08/2026,3514,4500,4000
Karnataka,Kolar,Bangarpet APMC,Rice,IR 20,Local,29/08/2026,2406,4000,3500
Karnataka,Kolar,Bangarpet APMC,Tomato,Tomato,Local,29/08/2026,300,1000,800
Karnataka,Kolar,Bangarpet APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,29/08/2026,1200,2000,1700
Karnataka,Kolar,Bangarpet APMC,Cabbage,Cabbage,Local,29/08/2026,500,700,600
Karnataka,Kolar,Bangarpet APMC,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,Local,29/08/2026,7259,10500,10250
Karnataka,Tumakuru,Gubbi APMC,Ragi(Finger Millet),Medium,FAQ,29/08/2026,3000,3500,3000
Karnataka,Bidar,Bidar APMC,Soyabean,Yellow,Non-FAQ,29/08/2026,5411,6056,5875
Karnataka,Chikkaballapur,Chickkaballapura APMC,Onion,Local,Local,29/08/2026,1000,1200,1100
Karnataka,Chikkaballapur,Chickkaballapura APMC,Potato,Local,Local,29/08/2026,1400,2200,1800
Karnataka,Chikkaballapur,Chickkaballapura APMC,Bottle gourd,Bottle Gourd,Local,29/08/2026,1000,1500,1300
Karnataka,Chikkaballapur,Chickkaballapura APMC,Carrot,Carrot,Local,29/08/2026,2500,3200,2900
Karnataka,Chikkaballapur,Chickkaballapura APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,29/08/2026,1500,2000,1800
Karnataka,Chikkaballapur,Chickkaballapura APMC,Raddish,Raddish,Local,29/08/2026,800,1000,900
Karnataka,Belagavi,Bailahongal APMC,Green Gram(Moong)(Whole),Local,Local,29/08/2026,8000,8500,8361
Karnataka,Davangere,Honnali APMC,Brinjal,Brinjal,Medium,29/08/2026,1000,1200,1100
Karnataka,Davangere,Honnali APMC,Green Chilli,Green Chilly,Medium,29/08/2026,1200,2200,2100
Karnataka,Chamarajanagar,Gundlupet APMC,Turmeric,Local,Local,29/08/2026,16226,16226,16226
Karnataka,Chamarajanagar,Gundlupet APMC,Beans,Beans (Whole),Local,29/08/2026,3300,3300,3300
Karnataka,Bengaluru South,Ramanagara APMC,Brinjal,Brinjal,Local,29/08/2026,2400,4000,3000
Karnataka,Bengaluru South,Ramanagara APMC,Green Chilli,Green Chilly,Local,29/08/2026,3000,5000,4000
Karnataka,Bengaluru South,Ramanagara APMC,Chilly Capsicum,Chilly Capsicum,Local,29/08/2026,4000,6000,5000
Karnataka,Bengaluru South,Ramanagara APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,29/08/2026,2000,3000,2400
Karnataka,Bengaluru South,Ramanagara APMC,Raddish,Raddish,Local,29/08/2026,2000,3400,3000
Karnataka,Bengaluru South,Ramanagara APMC,Capsicum,Capsicum,Local,29/08/2026,3000,5000,4400
Karnataka,Bengaluru South,Ramanagara APMC,Drumstick,Drumstick,Local,29/08/2026,4000,5600,5000
Karnataka,Bengaluru,Bengaluru APMC,Ginger(Green),Green Ginger,Medium,29/08/2026,4000,12000,10000
Karnataka,Bengaluru,Bengaluru APMC,Potato,Potato,Medium,29/08/2026,1000,2400,2000
Karnataka,Bengaluru,Bengaluru APMC,Green Gram Dal(Moong Dal),Green Gram Dal,Medium,29/08/2026,9000,10000,9500
Karnataka,Bengaluru,Bengaluru APMC,Alasande Gram,Alasande Gram,Medium,29/08/2026,9500,10500,10000
Karnataka,Bengaluru,Bengaluru APMC,Chennangi Dal,Chennangi Dal,Medium,29/08/2026,7000,8000,7500
Karnataka,Bengaluru,Bengaluru APMC,Jowar(Sorghum),Jowar ( White),FAQ,29/08/2026,3000,4000,3500
Karnataka,Bengaluru,Bengaluru APMC,Green Gram(Moong)(Whole),Green (Whole),FAQ,29/08/2026,8000,12000,10000
Karnataka,Bengaluru,Bengaluru APMC,Mustard,Other,FAQ,29/08/2026,11200,12800,12000
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Bottle gourd,Bottle Gourd,Local,29/08/2026,2000,2500,2300
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Thondekai,Thondekai,Local,29/08/2026,2600,3100,2900
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Capsicum,Capsicum,Local,29/08/2026,4000,5000,4500
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Green Avare(W),Green Avare (W),Local,29/08/2026,2400,3600,3000
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Raddish,Raddish,Local,29/08/2026,2000,2200,2100
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Knool Khol,Knool Khol,Local,29/08/2026,2500,3000,2800
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Banana,Pachha Bale,Local,29/08/2026,600,2400,1500
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Banana,Nauti Bale,Local,29/08/2026,700,2300,1500
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Grapes,Black,Local,29/08/2026,2000,3000,2500
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Brinjal,Brinjal,Local,29/08/2026,2500,3000,2800
Karnataka,Bengaluru,Binny Mill (FF&V) Bengaluru APMC,Ginger(Green),Green Ginger,Local,29/08/2026,12000,14000,13000
Karnataka,Gadag,Mundaragi APMC,Groundnut,Gejje,Non-FAQ,29/08/2026,2152,8740,7430
Karnataka,Gadag,Mundaragi APMC,Sunflower/Sunflower Seed,Sunflower,Non-FAQ,29/08/2026,6913,8093,7709
Karnataka,Mandya,Pandavapura APMC,Tender Coconut,Tender Coconut,Local,29/08/2026,22000,24000,23000
