"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Karnataka","Chikkaballapura","Jowar","Total","0.01","0.02","1625.00"
"Karnataka","Chikkaballapura","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Chikkaballapura","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Chikkaballapura","Ragi","Kharif","0.40","0.57","1419.00"
"Karnataka","Chikkaballapura","Ragi","Total","0.40","0.57","1419.00"
"Karnataka","Chikkaballapura","Small Millets","Kharif","0.00","0.00","865.00"
"Karnataka","Chikkaballapura","Small Millets","Total","0.00","0.00","865.00"
"Karnataka","Chikkaballapura","Shree Anna /Nutri Cereals","Kharif","0.41","0.58","1425.00"
"Karnataka","Chikkaballapura","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","1113.00"
"Karnataka","Chikkaballapura","Shree Anna /Nutri Cereals","Total","0.41","0.59","1422.00"
"Karnataka","Chikkaballapura","Nutri/Coarse Cereals","Kharif","0.94","1.79","1917.00"
"Karnataka","Chikkaballapura","Nutri/Coarse Cereals","Rabi","0.05","0.11","2378.00"
"Karnataka","Chikkaballapura","Nutri/Coarse Cereals","Summer","0.03","0.12","4328.00"
"Karnataka","Chikkaballapura","Nutri/Coarse Cereals","Total","1.01","2.02","2003.00"
"Karnataka","Chikkaballapura","Cereals","Kharif","0.95","1.83","1931.00"
"Karnataka","Chikkaballapura","Cereals","Rabi","0.05","0.12","2419.00"
"Karnataka","Chikkaballapura","Cereals","Summer","0.03","0.13","3995.00"
"Karnataka","Chikkaballapura","Cereals","Total","1.03","2.08","2017.00"
"Karnataka","Chikkaballapura","Tur","Kharif","0.04","0.01","339.00"
"Karnataka","Chikkaballapura","Tur","Total","0.04","0.01","339.00"
"Karnataka","Chikkaballapura","Gram","Rabi","0.00","0.00","596.00"
"Karnataka","Chikkaballapura","Gram","Total","0.00","0.00","596.00"
"Karnataka","Chikkaballapura","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Chikkaballapura","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Chikkaballapura","Urad","Total","0.00","0.00","544.00"
"Karnataka","Chikkaballapura","Moong","Kharif","0.00","0.00","430.00"
"Karnataka","Chikkaballapura","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Chikkaballapura","Moong","Total","0.00","0.00","406.00"
"Karnataka","Chikkaballapura","Other Pulses","Kharif","0.05","0.04","756.00"
"Karnataka","Chikkaballapura","Other Pulses","Rabi","0.03","0.02","721.00"
"Karnataka","Chikkaballapura","Other Pulses","Total","0.08","0.06","742.00"
"Karnataka","Chikkaballapura","Total Pulses","Total","0.12","0.07","597.00"
"Karnataka","Chikkaballapura","Total Food Grains","Kharif","1.04","1.88","1811.00"
"Karnataka","Chikkaballapura","Total Food Grains","Rabi","0.08","0.14","1729.00"
"Karnataka","Chikkaballapura","Total Food Grains","Summer","0.03","0.13","3995.00"
"Karnataka","Chikkaballapura","Total Food Grains","Total","1.15","2.15","1864.00"
"Karnataka","Chikkamagaluru","Rice","Kharif","0.08","0.23","2748.00"
"Karnataka","Chikkamagaluru","Rice","Rabi","0.00","0.00","2842.00"
"Karnataka","Chikkamagaluru","Rice","Summer","0.00","0.01","2884.00"
"Karnataka","Chikkamagaluru","Rice","Total","0.09","0.24","2755.00"
"Karnataka","Chikkamagaluru","Maize","Kharif","0.05","0.14","2828.00"
"Karnataka","Chikkamagaluru","Maize","Rabi","0.00","0.02","3584.00"
"Karnataka","Chikkamagaluru","Maize","Summer","0.00","0.00","4328.00"
"Karnataka","Chikkamagaluru","Maize","Total","0.05","0.16","2898.00"
"Karnataka","Chikkamagaluru","Jowar","Kharif","0.02","0.03","1262.00"
"Karnataka","Chikkamagaluru","Jowar","Rabi","0.03","0.03","1066.00"
"Karnataka","Chikkamagaluru","Jowar","Total","0.05","0.05","1153.00"
"Karnataka","Chikkamagaluru","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Chikkamagaluru","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Chikkamagaluru","Ragi","Kharif","0.53","0.69","1295.00"
"Karnataka","Chikkamagaluru","Ragi","Total","0.53","0.69","1295.00"
"Karnataka","Chikkamagaluru","Small Millets","Kharif","0.02","0.02","1077.00"
"Karnataka","Chikkamagaluru","Small Millets","Total","0.02","0.02","1077.00"
"Karnataka","Chikkamagaluru","Shree Anna /Nutri Cereals","Kharif","0.57","0.73","1287.00"
"Karnataka","Chikkamagaluru","Shree Anna /Nutri Cereals","Rabi","0.03","0.03","1066.00"
"Karnataka","Chikkamagaluru","Shree Anna /Nutri Cereals","Total","0.59","0.76","1278.00"
"Karnataka","Chikkamagaluru","Nutri/Coarse Cereals","Kharif","0.62","0.87","1410.00"
"Karnataka","Chikkamagaluru","Nutri/Coarse Cereals","Rabi","0.03","0.05","1467.00"
"Karnataka","Chikkamagaluru","Nutri/Coarse Cereals","Summer","0.00","0.00","4328.00"
"Karnataka","Chikkamagaluru","Nutri/Coarse Cereals","Total","0.65","0.91","1413.00"
"Karnataka","Chikkamagaluru","Cereals","Kharif","0.70","1.10","1569.00"
"Karnataka","Chikkamagaluru","Cereals","Rabi","0.03","0.05","1502.00"
"Karnataka","Chikkamagaluru","Cereals","Summer","0.00","0.01","2902.00"
"Karnataka","Chikkamagaluru","Cereals","Total","0.73","1.16","1573.00"
"Karnataka","Chikkamagaluru","Tur","Kharif","0.00","0.00","572.00"
"Karnataka","Chikkamagaluru","Tur","Total","0.00","0.00","572.00"
"Karnataka","Chikkamagaluru","Gram","Rabi","0.05","0.04","851.00"
"Karnataka","Chikkamagaluru","Gram","Total","0.05","0.04","851.00"
"Karnataka","Chikkamagaluru","Urad","Kharif","0.00","0.00","272.00"
"Karnataka","Chikkamagaluru","Urad","Total","0.00","0.00","272.00"
"Karnataka","Chikkamagaluru","Moong","Kharif","0.02","0.00","294.00"
"Karnataka","Chikkamagaluru","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Chikkamagaluru","Moong","Total","0.02","0.00","294.00"
"Karnataka","Chikkamagaluru","Other Pulses","Kharif","0.02","0.01","917.00"
"Karnataka","Chikkamagaluru","Other Pulses","Rabi","0.01","0.01","755.00"
"Karnataka","Chikkamagaluru","Other Pulses","Total","0.02","0.02","856.00"
"Karnataka","Chikkamagaluru","Total Pulses","Total","0.09","0.07","742.00"
"Karnataka","Chikkamagaluru","Total Food Grains","Kharif","0.73","1.12","1522.00"
"Karnataka","Chikkamagaluru","Total Food Grains","Rabi","0.09","0.10","1074.00"
"Karnataka","Chikkamagaluru","Total Food Grains","Summer","0.00","0.01","2902.00"
"Karnataka","Chikkamagaluru","Total Food Grains","Total","0.83","1.22","1481.00"
"Karnataka","Chitradurga","Rice","Kharif","0.01","0.03","2669.00"
"Karnataka","Chitradurga","Rice","Rabi","0.00","0.01","2044.00"
"Karnataka","Chitradurga","Rice","Summer","0.00","0.01","3321.00"
"Karnataka","Chitradurga","Rice","Total","0.02","0.05","2611.00"
"Karnataka","Chitradurga","Wheat","Rabi","0.00","0.00","708.00"
"Karnataka","Chitradurga","Wheat","Total","0.00","0.00","708.00"
"Karnataka","Chitradurga","Maize","Kharif","1.00","3.24","3236.00"
"Karnataka","Chitradurga","Maize","Rabi","0.14","0.51","3739.00"
"Karnataka","Chitradurga","Maize","Summer","0.02","0.09","4543.00"
"Karnataka","Chitradurga","Maize","Total","1.16","3.84","3317.00"
"Karnataka","Chitradurga","Jowar","Kharif","0.01","0.03","2353.00"
"Karnataka","Chitradurga","Jowar","Rabi","0.02","0.01","533.00"
"Karnataka","Chitradurga","Jowar","Total","0.03","0.04","1232.00"
"Karnataka","Chitradurga","Bajra","Kharif","0.01","0.01","964.00"
"Karnataka","Chitradurga","Bajra","Total","0.01","0.01","964.00"
"Karnataka","Chitradurga","Ragi","Kharif","0.44","0.54","1211.00"
"Karnataka","Chitradurga","Ragi","Total","0.44","0.54","1211.00"
"Karnataka","Chitradurga","Small Millets","Kharif","0.34","0.64","1863.00"
"Karnataka","Chitradurga","Small Millets","Total","0.34","0.64","1863.00"
"Karnataka","Chitradurga","Shree Anna /Nutri Cereals","Kharif","0.81","1.21","1499.00"
"Karnataka","Chitradurga","Shree Anna /Nutri Cereals","Rabi","0.02","0.01","533.00"
"Karnataka","Chitradurga","Shree Anna /Nutri Cereals","Total","0.83","1.22","1477.00"
"Karnataka","Chitradurga","Nutri/Coarse Cereals","Kharif","1.81","4.45","2460.00"
"Karnataka","Chitradurga","Nutri/Coarse Cereals","Rabi","0.15","0.52","3352.00"
"Karnataka","Chitradurga","Nutri/Coarse Cereals","Summer","0.02","0.09","4543.00"
"Karnataka","Chitradurga","Nutri/Coarse Cereals","Total","1.98","5.06","2550.00"
"Karnataka","Chitradurga","Cereals","Kharif","1.82","4.48","2461.00"
"Karnataka","Chitradurga","Cereals","Rabi","0.16","0.53","3295.00"
"Karnataka","Chitradurga","Cereals","Summer","0.02","0.10","4395.00"
"Karnataka","Chitradurga","Cereals","Total","2.00","5.11","2549.00"
"Karnataka","Chitradurga","Tur","Kharif","0.21","0.10","485.00"
"Karnataka","Chitradurga","Tur","Total","0.21","0.10","485.00"
"Karnataka","Chitradurga","Gram","Rabi","0.32","0.22","673.00"
"Karnataka","Chitradurga","Gram","Total","0.32","0.22","673.00"
"Karnataka","Chitradurga","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Chitradurga","Urad","Total","0.00","0.00","590.00"
"Karnataka","Chitradurga","Moong","Kharif","0.03","0.01","280.00"
"Karnataka","Chitradurga","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Chitradurga","Moong","Total","0.03","0.01","280.00"
"Karnataka","Chitradurga","Other Pulses","Kharif","0.03","0.02","642.00"
"Karnataka","Chitradurga","Other Pulses","Rabi","0.02","0.01","775.00"
"Karnataka","Chitradurga","Other Pulses","Total","0.04","0.03","692.00"
"Karnataka","Chitradurga","Total Pulses","Total","0.61","0.36","589.00"
"Karnataka","Chitradurga","Total Food Grains","Kharif","2.09","4.61","2205.00"
"Karnataka","Chitradurga","Total Food Grains","Rabi","0.50","0.76","1521.00"
"Karnataka","Chitradurga","Total Food Grains","Summer","0.02","0.10","4395.00"
"Karnataka","Chitradurga","Total Food Grains","Total","2.61","5.46","2093.00"
"Karnataka","Dakshina Kannada","Rice","Kharif","0.03","0.09","2864.00"
"Karnataka","Dakshina Kannada","Rice","Rabi","0.00","0.01","2685.00"
"Karnataka","Dakshina Kannada","Rice","Summer","0.00","0.00","3245.00"
"Karnataka","Dakshina Kannada","Rice","Total","0.04","0.10","2848.00"
"Karnataka","Dakshina Kannada","Cereals","Kharif","0.03","0.09","2864.00"
"Karnataka","Dakshina Kannada","Cereals","Rabi","0.00","0.01","2685.00"
"Karnataka","Dakshina Kannada","Cereals","Summer","0.00","0.00","3245.00"
"Karnataka","Dakshina Kannada","Cereals","Total","0.04","0.10","2848.00"
"Karnataka","Dakshina Kannada","Other Pulses","Kharif","0.00","0.00","393.00"
"Karnataka","Dakshina Kannada","Other Pulses","Rabi","0.00","0.00","430.00"
"Karnataka","Dakshina Kannada","Other Pulses","Total","0.00","0.00","395.00"
"Karnataka","Dakshina Kannada","Total Pulses","Total","0.00","0.00","395.00"
"Karnataka","Dakshina Kannada","Total Food Grains","Kharif","0.03","0.09","2863.00"
"Karnataka","Dakshina Kannada","Total Food Grains","Rabi","0.00","0.01","2685.00"
"Karnataka","Dakshina Kannada","Total Food Grains","Summer","0.00","0.00","3245.00"
"Karnataka","Dakshina Kannada","Total Food Grains","Total","0.04","0.10","2847.00"
"Karnataka","Davanagere","Rice","Kharif","0.52","1.97","3810.00"
"Karnataka","Davanagere","Rice","Rabi","0.02","0.05","2842.00"
"Karnataka","Davanagere","Rice","Summer","0.44","1.71","3867.00"
"Karnataka","Davanagere","Rice","Total","0.98","3.73","3820.00"
"Karnataka","Davanagere","Wheat","Rabi","0.00","0.00","1255.00"
"Karnataka","Davanagere","Wheat","Total","0.00","0.00","1255.00"
"Karnataka","Davanagere","Maize","Kharif","1.12","3.40","3046.00"
"Karnataka","Davanagere","Maize","Rabi","0.04","0.14","3906.00"
"Karnataka","Davanagere","Maize","Summer","0.01","0.03","4328.00"
"Karnataka","Davanagere","Maize","Total","1.16","3.57","3081.00"
"Karnataka","Davanagere","Jowar","Kharif","0.00","0.01","3107.00"
"Karnataka","Davanagere","Jowar","Rabi","0.04","0.06","1607.00"
"Karnataka","Davanagere","Jowar","Total","0.04","0.07","1749.00"
"Karnataka","Davanagere","Bajra","Kharif","0.00","0.00","1657.00"
"Karnataka","Davanagere","Bajra","Total","0.00","0.00","1657.00"
"Karnataka","Davanagere","Ragi","Kharif","0.25","0.35","1424.00"
"Karnataka","Davanagere","Ragi","Total","0.25","0.35","1424.00"
"Karnataka","Davanagere","Small Millets","Kharif","0.00","0.00","644.00"
"Karnataka","Davanagere","Small Millets","Total","0.00","0.00","644.00"
"Karnataka","Davanagere","Shree Anna /Nutri Cereals","Kharif","0.25","0.37","1451.00"
"Karnataka","Davanagere","Shree Anna /Nutri Cereals","Rabi","0.04","0.06","1607.00"
"Karnataka","Davanagere","Shree Anna /Nutri Cereals","Total","0.29","0.43","1472.00"
"Karnataka","Davanagere","Nutri/Coarse Cereals","Kharif","1.37","3.77","2752.00"
"Karnataka","Davanagere","Nutri/Coarse Cereals","Rabi","0.07","0.20","2734.00"
"Karnataka","Davanagere","Nutri/Coarse Cereals","Summer","0.01","0.03","4328.00"
"Karnataka","Davanagere","Nutri/Coarse Cereals","Total","1.45","4.00","2759.00"
"Karnataka","Davanagere","Cereals","Kharif","1.89","5.74","3043.00"
"Karnataka","Davanagere","Cereals","Rabi","0.09","0.25","2732.00"
"Karnataka","Davanagere","Cereals","Summer","0.45","1.74","3874.00"
"Karnataka","Davanagere","Cereals","Total","2.43","7.73","3185.00"
"Karnataka","Davanagere","Tur","Kharif","0.01","0.01","707.00"
"Karnataka","Davanagere","Tur","Total","0.01","0.01","707.00"
"Karnataka","Davanagere","Gram","Rabi","0.05","0.03","619.00"
"Karnataka","Davanagere","Gram","Total","0.05","0.03","619.00"
"Karnataka","Davanagere","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Davanagere","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Davanagere","Urad","Total","0.00","0.00","507.00"
"Karnataka","Davanagere","Moong","Kharif","0.00","0.00","430.00"
"Karnataka","Davanagere","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Davanagere","Moong","Total","0.00","0.00","404.00"
"Karnataka","Davanagere","Other Pulses","Kharif","0.00","0.00","627.00"
"Karnataka","Davanagere","Other Pulses","Rabi","0.03","0.01","447.00"
"Karnataka","Davanagere","Other Pulses","Total","0.03","0.02","471.00"
"Karnataka","Davanagere","Total Pulses","Total","0.10","0.06","583.00"
"Karnataka","Davanagere","Total Food Grains","Kharif","1.91","5.75","3018.00"
"Karnataka","Davanagere","Total Food Grains","Rabi","0.17","0.29","1707.00"
"Karnataka","Davanagere","Total Food Grains","Summer","0.45","1.74","3874.00"
"Karnataka","Davanagere","Total Food Grains","Total","2.53","7.79","3081.00"
"Karnataka","Dharwad","Rice","Kharif","0.08","0.11","1351.00"
"Karnataka","Dharwad","Rice","Rabi","0.00","0.00","2842.00"
"Karnataka","Dharwad","Rice","Summer","0.00","0.00","3245.00"
"Karnataka","Dharwad","Rice","Total","0.08","0.11","1356.00"
"Karnataka","Dharwad","Wheat","Rabi","0.11","0.11","1002.00"
"Karnataka","Dharwad","Wheat","Total","0.11","0.11","1002.00"
"Karnataka","Dharwad","Maize","Kharif","0.57","1.69","2950.00"
"Karnataka","Dharwad","Maize","Rabi","0.11","0.47","4139.00"
"Karnataka","Dharwad","Maize","Summer","0.00","0.01","4194.00"
"Karnataka","Dharwad","Maize","Total","0.69","2.17","3153.00"
"Karnataka","Dharwad","Jowar","Kharif","0.00","0.00","1982.00"
"Karnataka","Dharwad","Jowar","Rabi","0.30","0.29","954.00"
"Karnataka","Dharwad","Jowar","Total","0.30","0.29","956.00"
"Karnataka","Dharwad","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Dharwad","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Dharwad","Ragi","Kharif","0.00","0.00","1523.00"
"Karnataka","Dharwad","Ragi","Total","0.00","0.00","1523.00"
"Karnataka","Dharwad","Small Millets","Kharif","0.00","0.00","1350.00"
"Karnataka","Dharwad","Small Millets","Total","0.00","0.00","1350.00"
"Karnataka","Dharwad","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1745.00"
"Karnataka","Dharwad","Shree Anna /Nutri Cereals","Rabi","0.30","0.29","954.00"
"Karnataka","Dharwad","Shree Anna /Nutri Cereals","Total","0.30","0.29","956.00"
"Karnataka","Dharwad","Nutri/Coarse Cereals","Kharif","0.57","1.69","2948.00"
"Karnataka","Dharwad","Nutri/Coarse Cereals","Rabi","0.41","0.76","1832.00"
"Karnataka","Dharwad","Nutri/Coarse Cereals","Summer","0.00","0.01","4194.00"
"Karnataka","Dharwad","Nutri/Coarse Cereals","Total","0.99","2.46","2487.00"
"Karnataka","Dharwad","Cereals","Kharif","0.65","1.79","2755.00"
"Karnataka","Dharwad","Cereals","Rabi","0.52","0.87","1659.00"
"Karnataka","Dharwad","Cereals","Summer","0.00","0.01","4194.00"
"Karnataka","Dharwad","Cereals","Total","1.18","2.68","2273.00"
"Karnataka","Dharwad","Tur","Kharif","0.00","0.00","1125.00"
"Karnataka","Dharwad","Tur","Total","0.00","0.00","1125.00"
"Karnataka","Dharwad","Gram","Rabi","1.60","1.22","767.00"
"Karnataka","Dharwad","Gram","Total","1.60","1.22","767.00"
"Karnataka","Dharwad","Urad","Kharif","0.12","0.07","539.00"
"Karnataka","Dharwad","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Dharwad","Urad","Total","0.12","0.07","538.00"
"Karnataka","Dharwad","Moong","Kharif","1.27","0.85","672.00"
"Karnataka","Dharwad","Moong","Rabi","0.04","0.01","291.00"
"Karnataka","Dharwad","Moong","Total","1.31","0.87","660.00"
"Karnataka","Dharwad","Other Pulses","Kharif","0.00","0.00","580.00"
"Karnataka","Dharwad","Other Pulses","Rabi","0.04","0.02","588.00"
"Karnataka","Dharwad","Other Pulses","Total","0.04","0.02","588.00"
"Karnataka","Dharwad","Total Pulses","Total","3.07","2.18","710.00"
"Karnataka","Dharwad","Total Food Grains","Kharif","2.05","2.72","1327.00"
"Karnataka","Dharwad","Total Food Grains","Rabi","2.20","2.13","966.00"
"Karnataka","Dharwad","Total Food Grains","Summer","0.00","0.01","4194.00"
"Karnataka","Dharwad","Total Food Grains","Total","4.25","4.86","1142.00"
"Karnataka","Gadag","Rice","Kharif","0.03","0.10","3106.00"
"Karnataka","Gadag","Rice","Rabi","0.01","0.02","2842.00"
"Karnataka","Gadag","Rice","Summer","0.02","0.04","1897.00"
"Karnataka","Gadag","Rice","Total","0.06","0.16","2652.00"
"Karnataka","Gadag","Wheat","Rabi","0.14","0.11","789.00"
"Karnataka","Gadag","Wheat","Total","0.14","0.11","789.00"
"Karnataka","Gadag","Maize","Kharif","1.23","3.24","2635.00"
"Karnataka","Gadag","Maize","Rabi","0.07","0.19","2841.00"
"Karnataka","Gadag","Maize","Summer","0.00","0.01","4328.00"
"Karnataka","Gadag","Maize","Total","1.30","3.43","2648.00"
"Karnataka","Gadag","Jowar","Kharif","0.00","0.00","2080.00"
"Karnataka","Gadag","Jowar","Rabi","0.24","0.19","788.00"
"Karnataka","Gadag","Jowar","Total","0.24","0.19","799.00"
"Karnataka","Gadag","Bajra","Kharif","0.01","0.01","1132.00"
"Karnataka","Gadag","Bajra","Total","0.01","0.01","1132.00"
"Karnataka","Gadag","Ragi","Kharif","0.00","0.00","1471.00"
"Karnataka","Gadag","Ragi","Total","0.00","0.00","1471.00"
"Karnataka","Gadag","Small Millets","Kharif","0.00","0.00","499.00"
"Karnataka","Gadag","Small Millets","Total","0.00","0.00","499.00"
"Karnataka","Gadag","Shree Anna /Nutri Cereals","Kharif","0.01","0.02","1206.00"
"Karnataka","Gadag","Shree Anna /Nutri Cereals","Rabi","0.24","0.19","788.00"
"Karnataka","Gadag","Shree Anna /Nutri Cereals","Total","0.25","0.20","811.00"
"Karnataka","Gadag","Nutri/Coarse Cereals","Kharif","1.24","3.25","2619.00"
"Karnataka","Gadag","Nutri/Coarse Cereals","Rabi","0.30","0.38","1235.00"
"Karnataka","Gadag","Nutri/Coarse Cereals","Summer","0.00","0.01","4328.00"
"Karnataka","Gadag","Nutri/Coarse Cereals","Total","1.55","3.63","2349.00"
"Karnataka","Gadag","Cereals","Kharif","1.27","3.35","2631.00"
"Karnataka","Gadag","Cereals","Rabi","0.45","0.50","1124.00"
"Karnataka","Gadag","Cereals","Summer","0.02","0.05","2083.00"
"Karnataka","Gadag","Cereals","Total","1.74","3.90","2237.00"
"Karnataka","Gadag","Tur","Kharif","0.01","0.00","768.00"
"Karnataka","Gadag","Tur","Total","0.01","0.00","768.00"
"Karnataka","Gadag","Gram","Rabi","1.65","0.72","436.00"
"Karnataka","Gadag","Gram","Total","1.65","0.72","436.00"
"Karnataka","Gadag","Urad","Kharif","0.00","0.00","590.00"
"Karnataka","Gadag","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Gadag","Urad","Total","0.00","0.00","557.00"
"Karnataka","Gadag","Moong","Kharif","1.40","0.46","329.00"
"Karnataka","Gadag","Moong","Total","1.40","0.46","329.00"
"Karnataka","Gadag","Other Pulses","Kharif","0.01","0.01","472.00"
"Karnataka","Gadag","Other Pulses","Rabi","0.04","0.02","341.00"
"Karnataka","Gadag","Other Pulses","Total","0.06","0.02","373.00"
"Karnataka","Gadag","Total Pulses","Total","3.12","1.21","387.00"
"Karnataka","Gadag","Total Food Grains","Kharif","2.70","3.82","1416.00"
"Karnataka","Gadag","Total Food Grains","Rabi","2.14","1.24","578.00"
"Karnataka","Gadag","Total Food Grains","Summer","0.02","0.05","2083.00"
"Karnataka","Gadag","Total Food Grains","Total","4.86","5.11","1051.00"
"Karnataka","Hassan","Rice","Kharif","0.22","0.76","3447.00"
"Karnataka","Hassan","Rice","Rabi","0.00","0.01","2842.00"
"Karnataka","Hassan","Rice","Summer","0.00","0.01","2776.00"
"Karnataka","Hassan","Rice","Total","0.22","0.77","3433.00"
"Karnataka","Hassan","Wheat","Rabi","0.00","0.00","1255.00"
"Karnataka","Hassan","Wheat","Total","0.00","0.00","1255.00"
"Karnataka","Hassan","Maize","Kharif","0.93","3.85","4153.00"
"Karnataka","Hassan","Maize","Rabi","0.15","0.42","2870.00"
"Karnataka","Hassan","Maize","Summer","0.00","0.02","4328.00"
"Karnataka","Hassan","Maize","Total","1.08","4.29","3978.00"
"Karnataka","Hassan","Jowar","Kharif","0.07","0.09","1281.00"
"Karnataka","Hassan","Jowar","Rabi","0.01","0.02","1113.00"
"Karnataka","Hassan","Jowar","Total","0.09","0.11","1254.00"
"Karnataka","Hassan","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Hassan","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Hassan","Ragi","Kharif","1.08","1.20","1104.00"
"Karnataka","Hassan","Ragi","Total","1.08","1.20","1104.00"
"Karnataka","Hassan","Small Millets","Kharif","0.00","0.00","425.00"
"Karnataka","Hassan","Small Millets","Total","0.00","0.00","425.00"
"Karnataka","Hassan","Shree Anna /Nutri Cereals","Kharif","1.16","1.29","1114.00"
"Karnataka","Hassan","Shree Anna /Nutri Cereals","Rabi","0.01","0.02","1113.00"
"Karnataka","Hassan","Shree Anna /Nutri Cereals","Total","1.17","1.31","1114.00"
"Karnataka","Hassan","Nutri/Coarse Cereals","Kharif","2.09","5.14","2465.00"
"Karnataka","Hassan","Nutri/Coarse Cereals","Rabi","0.16","0.44","2719.00"
"Karnataka","Hassan","Nutri/Coarse Cereals","Summer","0.00","0.02","4328.00"
"Karnataka","Hassan","Nutri/Coarse Cereals","Total","2.25","5.60","2487.00"
"Karnataka","Hassan","Cereals","Kharif","2.31","5.90","2559.00"
"Karnataka","Hassan","Cereals","Rabi","0.16","0.45","2720.00"
"Karnataka","Hassan","Cereals","Summer","0.01","0.02","3792.00"
"Karnataka","Hassan","Cereals","Total","2.48","6.37","2573.00"
"Karnataka","Hassan","Tur","Kharif","0.00","0.00","502.00"
"Karnataka","Hassan","Tur","Total","0.00","0.00","502.00"
"Karnataka","Hassan","Gram","Rabi","0.00","0.00","736.00"
"Karnataka","Hassan","Gram","Total","0.00","0.00","736.00"
"Karnataka","Hassan","Urad","Kharif","0.00","0.00","232.00"
"Karnataka","Hassan","Urad","Rabi","0.00","0.00","429.00"
"Karnataka","Hassan","Urad","Total","0.00","0.00","232.00"
"Karnataka","Hassan","Moong","Kharif","0.03","0.00","166.00"
"Karnataka","Hassan","Moong","Rabi","0.00","0.00","299.00"
"Karnataka","Hassan","Moong","Total","0.03","0.01","171.00"
"Karnataka","Hassan","Other Pulses","Kharif","0.21","0.09","442.00"
"Karnataka","Hassan","Other Pulses","Rabi","0.03","0.02","699.00"
"Karnataka","Hassan","Other Pulses","Total","0.24","0.12","476.00"
"Karnataka","Hassan","Total Pulses","Total","0.28","0.12","442.00"
"Karnataka","Hassan","Total Food Grains","Kharif","2.55","6.00","2352.00"
"Karnataka","Hassan","Total Food Grains","Rabi","0.20","0.47","2367.00"
"Karnataka","Hassan","Total Food Grains","Summer","0.01","0.02","3792.00"
"Karnataka","Hassan","Total Food Grains","Total","2.76","6.49","2356.00"
"Karnataka","Haveri","Rice","Kharif","0.26","0.55","2091.00"
"Karnataka","Haveri","Rice","Rabi","0.01","0.04","2842.00"
"Karnataka","Haveri","Rice","Summer","0.10","0.24","2307.00"
"Karnataka","Haveri","Rice","Total","0.38","0.83","2178.00"
"Karnataka","Haveri","Wheat","Rabi","0.00","0.00","677.00"
"Karnataka","Haveri","Wheat","Total","0.00","0.00","677.00"
"Karnataka","Haveri","Maize","Kharif","2.50","6.55","2620.00"
"Karnataka","Haveri","Maize","Rabi","0.47","1.56","3297.00"
"Karnataka","Haveri","Maize","Summer","0.10","0.36","3556.00"
"Karnataka","Haveri","Maize","Total","3.08","8.47","2756.00"
"Karnataka","Haveri","Jowar","Kharif","0.00","0.00","1982.00"
"Karnataka","Haveri","Jowar","Rabi","0.68","0.58","845.00"
"Karnataka","Haveri","Jowar","Total","0.69","0.58","847.00"
"Karnataka","Haveri","Bajra","Kharif","0.00","0.00","1290.00"
"Karnataka","Haveri","Bajra","Total","0.00","0.00","1290.00"
"Karnataka","Haveri","Ragi","Kharif","0.01","0.01","1416.00"
"Karnataka","Haveri","Ragi","Total","0.01","0.01","1416.00"
"Karnataka","Haveri","Small Millets","Kharif","0.00","0.00","982.00"
"Karnataka","Haveri","Small Millets","Total","0.00","0.00","982.00"
"Karnataka","Haveri","Shree Anna /Nutri Cereals","Kharif","0.01","0.01","1427.00"
"Karnataka","Haveri","Shree Anna /Nutri Cereals","Rabi","0.68","0.58","845.00"
"Karnataka","Haveri","Shree Anna /Nutri Cereals","Total","0.69","0.59","852.00"
"Karnataka","Haveri","Nutri/Coarse Cereals","Kharif","2.51","6.56","2616.00"
"Karnataka","Haveri","Nutri/Coarse Cereals","Rabi","1.16","2.14","1848.00"
"Karnataka","Haveri","Nutri/Coarse Cereals","Summer","0.10","0.36","3556.00"
"Karnataka","Haveri","Nutri/Coarse Cereals","Total","3.77","9.07","2406.00"
"Karnataka","Haveri","Cereals","Kharif","2.77","7.11","2566.00"
"Karnataka","Haveri","Cereals","Rabi","1.17","2.18","1859.00"
"Karnataka","Haveri","Cereals","Summer","0.21","0.60","2930.00"
"Karnataka","Haveri","Cereals","Total","4.15","9.89","2384.00"
